Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
07/13/23 11:00,0.11101,0.75824999999999998,0.11348999999999999,0.14868999999999999,0.14593999999999999,0.6,0.2974,0.2,0.1,0.8,0.1,0.26,0.11,0.35,0.2,0.23,0.255,8.6400000000000005E-2,3.5549999999999998E-2,0.35298000000000002,5.8470000000000001E-2,0.37491999999999998,7.0559999999999998E-2,0.05,0.11396000000000001,0.52558000000000005,0.37996000000000002,0.34127999999999997,0.1,0.2,1.6,0.4,0.2,0.4,1.51434,0.16542000000000001,0.27629999999999999,0.29260000000000003,0.1,0.28583999999999998,,,0.55539000000000005,0.16325999999999999,0.32661000000000001,0.6,0.3,0.2,0.58589999999999998,0.24736,0.18198,0.28349000000000002,0.27810000000000001,0.71104000000000001,0.16170000000000001,0.31285000000000002,8.1089999999999995E-2,,0.20008999999999999,0.17688000000000001,0.13527,5.7500000000000002E-2,0.71782999999999997,0.50766999999999995,0.20587,0.32696999999999998
07/13/23 12:00,9.5219999999999999E-2,0.64493999999999996,9.7199999999999995E-2,7.979E-2,0.14791000000000001,0.3,0.2974,0.2,0,0.6,0.1,0.26,0.13,0.35,0.16,0.32,0.40400000000000003,4.2569999999999997E-2,2.903E-2,0.23660999999999999,5.833E-2,0.40398000000000001,0,,7.5230000000000005E-2,0.66435999999999995,0.46845999999999999,0.29965999999999998,0,0.2,2.74,0.4,0.1,0.4,1.3195699999999999,0.15029999999999999,0.30645,0.17879,0.1,0.68769000000000002,8.4599999999999995E-2,0.17011999999999999,0.57474000000000003,0.16857,0.29448000000000002,0.6,0.2,0,0.53190000000000004,0.1021,0.13769999999999999,0.20744000000000001,0.1431,1.07918,0.17282,0.19352,5.7270000000000001E-2,,0.22048999999999999,0.16320000000000001,0.25195000000000001,5.1639999999999998E-2,0.61558000000000002,0.48357,0.21892,0.30780000000000002
07/13/23 01:00,9.8449999999999996E-2,0.55215000000000003,8.838E-2,5.0319999999999997E-2,0.14398,0.3,,0.3,0.1,0.6,0.2,0.28000000000000003,0.73,0.37,0.2,0.4,0.17,1.413E-2,2.5399999999999999E-2,0.28988999999999998,5.9380000000000002E-2,0.49582999999999999,0.11088000000000001,0.85699999999999998,0.15279999999999999,0.31696000000000002,0.42296,0.27048,0,0.1,1.77,0.4,0.2,0.8,0.41563,0.11736000000000001,0.30149999999999999,0.19555,0.1,0.27387,0.25109999999999999,0.15443000000000001,0.61331999999999998,0.30665999999999999,0.30552000000000001,0.6,0.3,0,0.31644,0.10688,0.12959999999999999,0.10192,0.1782,0.1009,0.24759999999999999,0.17158000000000001,2.2610000000000002E-2,,0.19288,0.1915,0.09,4.4139999999999999E-2,0.55954000000000004,0.44974999999999998,0.20971999999999999,0.29970000000000002
07/13/23 02:00,0.12053999999999999,0.38708999999999999,0.14652000000000001,4.6629999999999998E-2,0.15024000000000001,0.2,,0.3,0.2,0.7,0.2,0.28999999999999998,0.69,0.4,0.18,0.34,0.127,4.8599999999999997E-2,2.4819999999999998E-2,0.25749,5.4510000000000003E-2,0.42945,0.54359999999999997,0.60799999999999998,8.3640000000000006E-2,0.32163999999999998,0.44395000000000001,0.23294999999999999,0,0.2,0.22,0.6,0.4,1,1.23725,0.1134,0.29100999999999999,0.12162000000000001,0.1,5.67E-2,0.11700000000000001,0.24296000000000001,0.47538000000000002,0.22569,0.25974000000000003,0.5,0.1,0,0.27161999999999997,0.11651,0.16758000000000001,0.2636,0.18629999999999999,8.7040000000000006E-2,0.16908000000000001,0.12806000000000001,1.2829999999999999E-2,,0.21648999999999999,0.16347,9.4240000000000004E-2,4.7500000000000001E-2,0.51875000000000004,0.17265,0.22056999999999999,0.28548000000000001
07/13/23 03:00,0.15387999999999999,0.43442999999999998,7.281E-2,4.6219999999999997E-2,0.16833000000000001,0.4,,0.3,0.1,0.6,0.2,0.3,0.94,0.27,0.19,0.39,0.20100000000000001,6.4799999999999996E-2,2.7660000000000001E-2,0.28053,6.9099999999999995E-2,0.49019000000000001,0,0.59899999999999998,6.1370000000000001E-2,0.33117999999999997,0.47177999999999998,0.24673,0,0.2,0.44,1.1000000000000001,0.4,1.6,0.28853000000000001,0.10602,,0.10666,0.1,0.47097,0.19889999999999999,0.19486000000000001,0.50607000000000002,0.16703000000000001,0.24560999999999999,0.5,0.5,0,0.2268,9.6180000000000002E-2,0.21060000000000001,0.35660999999999998,0.11070000000000001,5.917E-2,0.26604,0.18518000000000001,2.8299999999999999E-2,,0.24299000000000001,0.36315999999999998,0.25458999999999998,3.1640000000000001E-2,0.46371000000000001,0.1308,0.23089000000000001,0.33822000000000002
07/13/23 04:00,9.9049999999999999E-2,0.28412999999999999,7.2179999999999994E-2,4.7489999999999997E-2,0.15006,0.2,0.2,0.2,0.1,0.4,0.2,0.28999999999999998,1.23,0.28999999999999998,0.19,0.28000000000000003,0.159,5.67E-2,2.8969999999999999E-2,0.23319000000000001,5.2880000000000003E-2,0.48996000000000001,3.9170000000000003E-2,0.86399999999999999,4.5150000000000003E-2,0.23200000000000001,0.31570999999999999,0.23241000000000001,0,0.3,0.13,0.4,0.4,1.6,1.1475599999999999,6.7860000000000004E-2,0.43740000000000001,0.10528,0.2,0.34632000000000002,7.1099999999999997E-2,0.13705000000000001,0.48599999999999999,0.20175999999999999,0.25919999999999999,0.6,0.4,0,0.2349,0.13467000000000001,0.21185999999999999,8.4610000000000005E-2,0.16739999999999999,7.2139999999999996E-2,0.22636999999999999,0.21176,0.21768999999999999,,0.17163,0.17105000000000001,0.20635000000000001,0.03,0.40228999999999998,0.16675000000000001,0.24193999999999999,0.3483
07/13/23 05:00,0.10456,0.28071000000000002,6.4799999999999996E-2,4.5539999999999997E-2,0.17512,0.2,0.2974,0.3,,0.5,0.1,0.28999999999999998,0.6,0.28000000000000003,0.14000000000000001,0.51,0.191,6.4799999999999996E-2,3.2930000000000001E-2,0.22040999999999999,4.786E-2,0.43420999999999998,7.0989999999999998E-2,0.42699999999999999,4.376E-2,0.29986000000000002,0.42146,0.23679,0,0.2,0.08,0.3,0.4,1.2,1.9605900000000001,,0.42209999999999998,0.11573,0.2,1.2817799999999999,0.1638,0.1057,0.49023,0.17147000000000001,0.25919999999999999,0.6,0.7,0,0.20466000000000001,0.23241999999999999,0.15515999999999999,7.238E-2,0.27206999999999998,5.3620000000000001E-2,0.14999000000000001,0.12956999999999999,0.12912999999999999,,0.12973000000000001,0.16882,0.19400000000000001,0.03,0.36249999999999999,0.16663,0.20147000000000001,0.33111000000000002
07/13/23 06:00,0.10861,0.29271999999999998,6.4799999999999996E-2,6.1620000000000001E-2,0.16122,0.3,0.2974,0.2,,0.5,0.2,0.23,0.28999999999999998,0.18,0.11,0.37,0.40799999999999997,7.2900000000000006E-2,3.1660000000000001E-2,0.31716,5.6230000000000002E-2,0.44107000000000002,0.13003000000000001,0.22800000000000001,5.1159999999999997E-2,0.23956,0.32045000000000001,0.24267,0,0.2,0.11,0.3,0.4,1.4,0.44712000000000002,0.13722000000000001,0.46350000000000002,7.9320000000000002E-2,0.3,1.19763,0.20699999999999999,0.12997,0.58004999999999995,0.34023999999999999,0.24848999999999999,0.6,0.4,0.1,0.19223999999999999,0.14979999999999999,0.12959999999999999,6.0749999999999998E-2,0.12959999999999999,6.7379999999999995E-2,0.12418999999999999,0.21682999999999999,0.15875,,0.16216,0.19802,0.15221000000000001,0.03,0.40683000000000002,0.16724,0.22814000000000001,0.34731000000000001
07/13/23 07:00,0.19556000000000001,0.33506999999999998,6.4799999999999996E-2,7.1580000000000005E-2,0.15437000000000001,0.3,0.2974,0.2,,0.7,0.3,0.19,0.78,0.22,0.15,0.24,4.2000000000000003E-2,6.4799999999999996E-2,3.6170000000000001E-2,0.35639999999999999,6.2219999999999998E-2,0.42324000000000001,0.10353999999999999,0.05,5.5890000000000002E-2,0.25881999999999999,0.17871999999999999,0.2437,0.2,0.2,0.12,0.3,0.4,1,0.63822999999999996,0.15,0.46755000000000002,9.3509999999999996E-2,0.3,0.22896,0.1062,0.13750000000000001,0.65186999999999995,0.27579999999999999,0.25370999999999999,0.6,0.6,0.2,0.26513999999999999,0.16023999999999999,0.12275999999999999,6.4990000000000006E-2,0.12681000000000001,9.5549999999999996E-2,0.18085999999999999,0.17781,8.2799999999999999E-2,,0.14779,0.19450999999999999,0.28276000000000001,3.0949999999999998E-2,0.35554000000000002,0.21686,0.23108000000000001,0.3483
07/13/23 08:00,0.21006,0.41625000000000001,7.281E-2,8.9279999999999998E-2,0.15089,0.3,0.2974,0.3,,0.7,0.3,0.23,,0.28000000000000003,0.26,0.65,8.5000000000000006E-2,0.10116,4.0009999999999997E-2,0.34361999999999998,6.1440000000000002E-2,0.58548999999999995,,0.14299999999999999,0.12443,0.24315999999999999,0.67323,0.24179,0.3,0.2,0.16,0.3,0.4,1,0.61199999999999999,0.36396000000000001,0.38834999999999997,0.18099000000000001,0.2,,9.9900000000000003E-2,0.10532999999999999,0.53620000000000001,0.40925,0.26801000000000003,0.6,0.4,0.1,0.30348000000000003,0.2414,0.13517999999999999,8.2239999999999994E-2,0.13014000000000001,0.15795999999999999,0.24517,0.19980999999999999,0.13788,,0.15287999999999999,0.24517,0.29598000000000002,5.4140000000000001E-2,0.32,0.22259000000000001,0.33939000000000002,0.35541
07/13/23 09:00,0.49570999999999998,1.23939,0.37494,0.11815000000000001,0.18501000000000001,0.6,0.7,0.5,0.2,0.7,0.3,0.24,7.0000000000000007E-2,0.41,0.22,0.44,0.41299999999999998,0.16803000000000001,3.4759999999999999E-2,0.45269999999999999,5.9069999999999998E-2,0.54466999999999999,0.16861999999999999,0.92800000000000005,0.16148000000000001,0.31659999999999999,0.39611000000000002,0.44133,0,0.3,0.16,0.3,0.4,1.2,0.54942999999999997,0.77454000000000001,0.52649999999999997,0.27535999999999999,0.2,0.10861999999999999,0.1827,0.13797000000000001,0.70799999999999996,0.27261000000000002,0.33722000000000002,0.7,0.4,0.2,0.45251999999999998,1.3007599999999999,0.36809999999999998,0.24876000000000001,0.39491999999999999,0.23250999999999999,0.42399999999999999,0.34236,0.16625999999999999,,0.28894999999999998,0.26171,0.34516000000000002,4.1640000000000003E-2,0.36416999999999999,0.24464,0.33110000000000001,0.39491999999999999
07/13/23 10:00,0.42846000000000001,1.9188000000000001,1.3658399999999999,0.17355000000000001,0.23937,0.5,0.7,0.3,0.3,0.9,0.4,0.23,0.14000000000000001,0.42,0.75,0.55000000000000004,0.376,8.7209999999999996E-2,4.8500000000000001E-2,1.00098,8.0229999999999996E-2,0.52615999999999996,0.27229999999999999,0.32700000000000001,0.22531000000000001,0.48670000000000002,0.42187000000000002,0.32716000000000001,0.1,0.4,0.26,0.3,0.4,1,0.62395999999999996,0.58662000000000003,0.46484999999999999,0.52929000000000004,0.2,4.0500000000000001E-2,3.5999999999999997E-2,0.17033999999999999,0.70082999999999995,0.32438,0.29160000000000003,0.7,0.3,0.1,0.58157999999999999,0.44108999999999998,0.44928000000000001,0.71131999999999995,0.58572000000000002,0.48987999999999998,0.44897999999999999,0.58201000000000003,0.1721,,0.45578000000000002,0.23163,0.37169000000000002,4.836E-2,0.53708,0.36058000000000001,0.26189000000000001,0.40500000000000003
07/13/23 11:00,0.34621000000000002,1.8547199999999999,0.27611999999999998,0.13911999999999999,0.33572999999999997,0.3,0.5,0.3,0.2,0.9,0.4,0.19,0.1,0.4,0.61,0.51,4.2000000000000003E-2,9.5130000000000006E-2,0.10378,0.46899000000000002,6.182E-2,0.66080000000000005,0.30470000000000003,0.21,0.17680999999999999,0.57220000000000004,0.33973999999999999,0.24171999999999999,0.6,0.5,0.26,0.3,0.4,1,1.0249299999999999,0.32363999999999998,0.55620000000000003,4.4088200000000004,0.2,4.0500000000000001E-2,0.25109999999999999,0.16167000000000001,0.74943000000000004,0.53364,0.25109999999999999,0.9,0.5,0,0.48005999999999999,0.48269000000000001,0.41993999999999998,0.79884999999999995,0.45890999999999998,0.70745000000000002,0.50066999999999995,1.8048,0.15281,,0.39362000000000003,0.33690999999999999,0.47087000000000001,4.9140000000000003E-2,0.69608000000000003,0.47638999999999998,0.26271,0.39473999999999998
07/14/23 12:00,0.41454999999999997,1.45638,9.8640000000000005E-2,0.22056999999999999,0.27140999999999998,0.2,0.2974,0.3,0.2,1,0.3,0.19,0.1,0.36,0.45,0.57999999999999996,7.3999999999999996E-2,0.1053,6.3320000000000001E-2,0.37898999999999999,5.6059999999999999E-2,0.49881999999999999,0.20707,0.216,0.35768,0.57220000000000004,0.32258999999999999,0.23497999999999999,0.5,0.4,0.22,0.5,0.3,0.8,1.8610199999999999,0.24786,0.52559999999999996,4.2735300000000001,0.1,,0.25109999999999999,0.15381,0.74907000000000001,0.38603999999999999,0.26729999999999998,0.9,0.4,0,0.41148000000000001,0.57133,0.36828,0.79083000000000003,0.42930000000000001,0.45029000000000002,0.37391000000000002,3.0757699999999999,0.10131999999999999,,0.39937,0.25741999999999998,0.54239000000000004,4.0779999999999997E-2,0.71521000000000001,0.42686000000000002,0.22756000000000001,0.33822000000000002
07/14/23 01:00,0.45816000000000001,1.1313,0.10385999999999999,0.16341,0.19017999999999999,0.1,0.2974,0.3,0.1,0.7,0.2,0.19,0.1,0.4,0.37,0.72,1.6E-2,3.8124899999999999,3.5110000000000002E-2,0.37602000000000002,5.1610000000000003E-2,0.47767999999999999,0.22363,0.154,0.34173999999999999,0.58030000000000004,0.39356000000000002,0.26166,0.2,0.4,0.17,0.3,0.3,0.6,1.2795000000000001,0.22986000000000001,0.51929999999999998,1.9804299999999999,0.1,,0.17460000000000001,0.1535,0.65573999999999999,0.21828,0.24848999999999999,0.8,0.2,0,0.41849999999999998,0.56142000000000003,0.30221999999999999,0.73401000000000005,0.47627999999999998,0.41311999999999999,0.31629000000000002,1.89293,0.12045,,0.43663000000000002,0.18934999999999999,0.48548999999999998,0.04,0.66157999999999995,0.36634,0.18543999999999999,0.24696000000000001
07/14/23 02:00,0.33844000000000002,0.78246000000000004,,0.1137,0.65673999999999999,0.2,0.2974,0.2,0.1,0.7,0.3,0.19,0.2,0.38,0.31,0.49,0.36599999999999999,0.19098000000000001,4.7390000000000002E-2,0.36449999999999999,4.7780000000000003E-2,0.49378,0.18129999999999999,0.63,0.30828,0.60963999999999996,0.41170000000000001,0.37640000000000001,0,0.4,0.2,0.3,0.2,0.6,1.07039,0.1008,0.35054999999999997,1.4733700000000001,0,0.34749000000000002,0.1305,0.17831,0.59094000000000002,0.19267999999999999,0.24299999999999999,0.8,0.4,0.1,0.47843999999999998,0.73306000000000004,0.36936000000000002,0.63856000000000002,0.67203000000000002,0.36209000000000002,0.32750000000000001,1.6624699999999999,0.58338000000000001,,0.49419000000000002,0.19142000000000001,0.47976999999999997,3.3360000000000001E-2,0.58245999999999998,0.38514999999999999,0.18731999999999999,0.28349999999999997
07/14/23 03:00,0.45791999999999999,0.74224999999999997,1.60578,0.12902,0.20829,0.1,0.5,0.3,0.1,0.6,0.4,0.19,,0.33,0.24,0.47,0.35,0.11133,4.7460000000000002E-2,0.45954,4.4479999999999999E-2,0.49808999999999998,0.16186,0.65,0.16871,0.56716,0.34714,0.32518000000000002,0,0.3,0.18,0.3,0.2,0.6,1.4215,0.37259999999999999,0.41760000000000003,1.6111800000000001,0,0.66969000000000001,0.15390000000000001,0.21931999999999999,0.55467,0.17438999999999999,0.25109999999999999,0.7,0.7,0.1,0.41327999999999998,0.83750000000000002,0.42759000000000003,0.63309000000000004,0.71055000000000001,0.31048999999999999,0.51146999999999998,1.92458,0.46511999999999998,,0.33832000000000001,0.30371999999999999,0.1474,3.1640000000000001E-2,0.51437999999999995,0.42079,0.20158999999999999,0.24299999999999999
07/14/23 04:00,0.38625999999999999,0.75897000000000003,0.54396,0.17953,0.18346000000000001,0.2,0.2974,0.3,0.1,0.6,0.4,0.19,,0.32,0.2,0.36,0.33900000000000002,0.14166000000000001,4.4699999999999997E-2,0.50732999999999995,4.215E-2,0.48013,0.16531000000000001,1.147,0.16608000000000001,0.61629999999999996,0.38261000000000001,0.30874000000000001,0.1,0.3,0.22,0.3,0.1,0.6,0.78932999999999998,0.11376,0.36135,0.68149999999999999,0,0.29853000000000002,9.4500000000000001E-2,0.20984,0.6804,0.16836000000000001,0.32712000000000002,0.7,0.7,0,0.37259999999999999,1.2344900000000001,0.51522000000000001,0.70643,1.0026900000000001,0.34423999999999999,0.66591999999999996,3.58765,0.29608000000000001,,0.35977999999999999,0.36498999999999998,0.14581,2.664E-2,0.47582999999999998,0.44732,0.22319,0.23291999999999999
07/14/23 05:00,0.37114000000000003,0.74682999999999999,1.7371799999999999,0.19564999999999999,0.20771999999999999,0.3,0.2,0.3,0.1,0.7,0.3,0.21,,0.37,0.23,0.4,0.159,0.21662999999999999,4.2759999999999999E-2,0.44379000000000002,4.616E-2,0.51734000000000002,0.17524999999999999,1.0029999999999999,0.20498,0.67212000000000005,0.30986999999999998,0.36219000000000001,0.1,0.4,0.3,0.3,0.2,0.6,0.68710000000000004,0.13392000000000001,0.44369999999999998,0.78476000000000001,0.1,0.19206000000000001,0.30509999999999998,0.20305000000000001,0.57933000000000001,0.17874999999999999,0.28088999999999997,0.7,0.6,0,0.42281999999999997,1.9848300000000001,0.31968000000000002,0.90676000000000001,0.90917999999999999,0.33291999999999999,0.46828999999999998,3.3128799999999998,0.26274999999999998,,0.3962,0.38607000000000002,0.20862,2.6030000000000001E-2,0.45262999999999998,0.45023999999999997,0.30785000000000001,0.29259000000000002
07/14/23 06:00,0.31913000000000002,1.0668599999999999,1.55898,0.14990999999999999,0.19220999999999999,0.5,,0.3,0.1,0.9,0.4,0.23,0.24,0.41,0.3,0.46,0.28599999999999998,0.22076999999999999,3.696E-2,0.70938000000000001,5.7880000000000001E-2,0.51392000000000004,0.20405000000000001,0.374,0.24933,,0.31828000000000001,0.44817000000000001,0.1,0.6,0.42,0.3,0.3,0.6,0.71331,0.19422,0.32895000000000002,0.69035999999999997,0.1,0.26612999999999998,0.1215,0.33316000000000001,0.59553,0.20294999999999999,0.27017999999999998,0.7,0.3,0.2,0.43146000000000001,3.2228300000000001,0.29160000000000003,1.2040200000000001,0.90720000000000001,0.29415000000000002,0.49895,3.1099199999999998,0.25030999999999998,,0.64981999999999995,0.25763999999999998,0.76063999999999998,5.1560000000000002E-2,0.46007999999999999,0.42198999999999998,0.33828000000000003,0.28250999999999998
07/14/23 07:00,0.39069999999999999,0.96253999999999995,8.1000000000000003E-2,0.15562999999999999,0.23763999999999999,0.3,,0.3,0.1,0.8,0.5,0.23,0.54,0.38,0.32,0.28999999999999998,0.36,0.21851999999999999,3.3980000000000003E-2,0.56871000000000005,9.0209999999999999E-2,0.78271000000000002,0.24610000000000001,9.1999999999999998E-2,0.19725999999999999,0.67245999999999995,0.47345999999999999,0.35713,0,0.4,0.31,0.3,0.4,0.8,1.36714,0.20646,0.50129999999999997,0.30310999999999999,0.1,8.3049999999999999E-2,0.2268,0.50134000000000001,0.60326999999999997,0.18723999999999999,0.29421000000000003,0.8,0.3,0.2,0.42120000000000002,3.37995,0.23741999999999999,1.02765,1.1872799999999999,0.42673,0.37219000000000002,4.0571099999999998,0.18082000000000001,,0.41217999999999999,0.31711,0.31870999999999999,5.7500000000000002E-2,0.49329000000000001,0.37225000000000003,0.41354999999999997,0.35541
07/14/23 08:00,0.38096000000000002,0.89600000000000002,0.3231,0.26538,0.30474000000000001,0.3,,0.3,0.1,0.7,0.4,0.26,0.65,0.3,0.3,0.39,0.30199999999999999,0.18045,3.0630000000000001E-2,0.45234000000000002,9.2319999999999999E-2,0.61363000000000001,0.18778,9.0999999999999998E-2,0.16344,0.56913999999999998,0.44946999999999998,0.34139999999999998,0,0.3,0.13,0.2,0.3,0.8,1.3842000000000001,0.17838000000000001,0.48914999999999997,0.24467,0.1,,4.8599999999999997E-2,0.33094000000000001,0.57086999999999999,0.18249000000000001,0.29421000000000003,0.9,0.3,0.1,0.43146000000000001,2.3701400000000001,0.2268,1.49187,1.7181,0.32031999999999999,0.27843000000000001,2.7850600000000001,0.15085999999999999,0.71765999999999996,0.31929999999999997,0.29604999999999998,0.26085000000000003,5.672E-2,0.48653999999999997,0.37265999999999999,0.28227000000000002,0.35738999999999999
07/14/23 09:00,0.24743999999999999,0.86058000000000001,0.36162,0.18593000000000001,0.25228,0.2,,0.2,,0.6,0.3,0.22,0.79,0.18,0.21,0.22,0.217,9.5310000000000006E-2,2.9649999999999999E-2,0.40967999999999999,7.0580000000000004E-2,0.53325999999999996,0.13925000000000001,0.26400000000000001,0.10444000000000001,0.70684000000000002,0.42569000000000001,0.31768999999999997,0,0.3,0.06,0.2,0.2,1,3.0133899999999998,0.17405999999999999,0.56384999999999996,0.21859000000000001,0.1,,0.23039999999999999,0.28284999999999999,0.55079999999999996,0.20305000000000001,0.32400000000000001,0.7,0.1,0,0.43524000000000002,1.37744,0.22806000000000001,1.39134,0.63602999999999998,0.32651999999999998,0.23119999999999999,1.1920200000000001,0.14971999999999999,0.73655999999999999,0.28045999999999999,0.18548999999999999,0.18887000000000001,4.8280000000000003E-2,0.40866999999999998,0.42292000000000002,0.22134999999999999,0.32301000000000002
